Statistics,IPR,Tsys/Tdia,Tpw25/Tpi,Tpw50/Tpi,Tpw75/Tpi,Tpw25/Tsp,Tpw50/Tsp,Tpw75/Tsp,Tdw10/Tsw10,Tdw25/Tsw25,Tdw33/Tsw33,Tdw50/Tsw50,Tdw66/Tsw66,Tdw75/Tsw75,Tdw90/Tsw90,Tsp/Tpi,Asp/Aoff,Adp/Asp,IPA,Tsp/Asp,Asp/deltaT,Asp/(Tpi-Tsp)
mean,99.27194073097188,1.8337419199346898,0.4387199716897943,0.2731153466740566,0.17696156805248148,1.6473463797834555,1.026241410509149,0.66496399926034,3.1434665651377527,1.7618311036789194,1.390434233640751,1.304185880544561,1.231840924775712,1.2008669772256542,1.137681159420279,0.2664450003178869,-2.9472884473894676,0.019889805912084172,0.5293155614368252,0.10388137623169907,6.130087731022303,3.5195918284614183
median,99.99999999999976,1.8333333333333153,0.40259740259739885,0.2727272727272724,0.1756756756756757,1.5000000000000278,1.0499999999999245,0.6500000000000089,3.1333333333333218,1.5000000000000093,1.3636363636365105,1.3333333333332347,1.2857142857142494,1.166666666666568,1.0,0.2666666666666663,-2.8974653407098647,0.02718682169719889,0.7177378587056293,0.10208873193154053,6.0619753762132955,3.5415586115158972
std,2.174841872056693,0.13298009317420056,0.08550162720594975,0.010625931552114698,0.008270785998969648,0.3201388810515247,0.05357989370919601,0.03922471115158208,0.2119275083473426,0.52659833871864,0.11627088303861736,0.11495435435691344,0.11388192829448149,0.13039791841509438,0.24261271056188724,0.008949527441068887,0.3198742016069554,0.06773997560440663,1.2638952226138698,0.009703455266566697,0.6144398121155609,0.2635385231564085
percentile_25,98.68421052631513,1.7599999999999871,0.3846153846153982,0.2666666666666631,0.1710526315789459,1.4500000000000266,1.0,0.64999999999998,3.066666666666509,1.4166666666666574,1.3636363636362498,1.222222222222177,1.1428571428570704,1.166666666666568,1.0,0.2597402597402659,-3.1133098159814354,-0.0013485192462049037,0.5401126528948994,0.0972130825215268,5.71978824676065,3.357790177625695
percentile_75,101.35135135135135,1.9228778467909597,0.4466666666666733,0.2800000000000047,0.18421052631578394,1.6881578947368288,1.0500000000000622,0.6999999999999955,3.28571428571403,1.8541666666666574,1.45454545454544,1.3333333333333497,1.2857142857143944,1.333333333333284,1.250000000000111,0.27088452088453185,-2.7641818938284586,0.05485361818409741,0.8516944125234664,0.10892778431929998,6.526821598731402,3.7030978861341817
iqr,2.6671408250362276,0.1628778467909726,0.062051282051275136,0.01333333333334158,0.013157894736838038,0.23815789473680216,0.05000000000006222,0.050000000000015477,0.219047619047521,0.4375,0.09090909090919008,0.11111111111117267,0.14285714285732398,0.16666666666671603,0.250000000000111,0.011144261144265977,0.34912792215297683,0.056202137430302314,0.31158175962856705,0.011714701797773175,0.8070333519707527,0.3453077085084866
skew,-0.7430214666600108,-0.5330636645769041,1.284027933604989,-0.09267121862653202,-0.17032443728851077,1.3126776978667503,-0.1094289081768171,-0.041656953517648324,-2.8353460557961268,1.2920572657217761,1.1230170350422817,1.2059280008940179,-0.25235390465506796,0.546121001434344,1.1798480233270998,0.08935626626932532,-0.3528361968219671,-5.78025034897976,-2.8921562492831807,1.443528614998379,0.5217427183998015,-0.7724287900599419
kurtosis,0.1224908414871635,0.6289705577654514,0.1718598615697342,0.6752563176509745,0.28206611327745357,0.49221601105611246,-0.12658986485457646,-0.2758002135274378,28.07544437281581,0.2858856805827803,7.571452019649378,6.7261370293890685,1.5504514672539518,2.9172094977757617,0.4873891346858912,-0.01869717652517533,2.396938563294495,56.18115609207416,20.44599130261212,4.9781100067899064,1.601571980837182,3.3458147920856236
mad,1.7535852411548258,0.10412535991963993,0.06934612681005389,0.00824994078993504,0.006611487523368499,0.25629544105006447,0.04427113190980153,0.03203276295941402,0.13590562615551202,0.4282228503223343,0.08298679732102573,0.0852133695174869,0.0928334195997301,0.09584908632641588,0.19766068052929736,0.007100862648944234,0.23759493925677286,0.038996916706190404,0.5930901137215994,0.007303774595698968,0.48201376808983415,0.2028452872350152
